748339266.480440 Open READ FID: 321e00000002988b OFF: 0 SIZE: 1011712 HOST: 2082
748339266.507781 Attr READ FID: 341e000000002d27 OFF: 0 SIZE: 0 HOST: 2082
748339266.734329 Attr READ FID: 341e000000001680 OFF: 0 SIZE: 0 HOST: 2082
748339266.734332 Attr READ FID: 341e000000001689 OFF: 0 SIZE: 0 HOST: 2082
748339266.792919 Attr READ FID: 341e000000002580 OFF: 0 SIZE: 0 HOST: 2082
748339266.796828 Attr READ FID: 341e000000001744 OFF: 0 SIZE: 0 HOST: 2082
748339266.828072 Attr READ FID: 341e000000007f84 OFF: 0 SIZE: 0 HOST: 2082
748339266.831978 Attr READ FID: 341e000000007fe7 OFF: 0 SIZE: 0 HOST: 2082
748339266.843697 Attr READ FID: 341e0000000081d7 OFF: 0 SIZE: 0 HOST: 2082
748339266.847604 Attr READ FID: 341e000000007fa9 OFF: 0 SIZE: 0 HOST: 2082
748339266.851511 Attr READ FID: 341e000000007fa9 OFF: 0 SIZE: 0 HOST: 2082
748339266.886664 Attr READ FID: 341e0000000070a9 OFF: 0 SIZE: 0 HOST: 2082
748339266.890569 Attr READ FID: 341e000000011d1b OFF: 0 SIZE: 0 HOST: 2082
748339266.894474 Attr READ FID: 341e000000005a17 OFF: 0 SIZE: 0 HOST: 2082
748339266.894477 Attr READ FID: 341e000000007812 OFF: 0 SIZE: 0 HOST: 2082
748339266.898381 Attr READ FID: 341e000000007812 OFF: 0 SIZE: 0 HOST: 2082
748339267.042966 Attr READ FID: 1d1e000000019c83 OFF: 0 SIZE: 0 HOST: 2208
748339267.054686 Attr READ FID: 1d1e000000019cfe OFF: 0 SIZE: 0 HOST: 2208
748339267.070308 Attr READ FID: 341e0000000016a0 OFF: 0 SIZE: 0 HOST: 2082
748339267.085936 Attr READ FID: 1d1e000000000f0a OFF: 0 SIZE: 0 HOST: 2208
748339267.089838 Attr READ FID: 341e000000007fe7 OFF: 0 SIZE: 0 HOST: 2082
748339267.097654 Attr READ FID: 1d1e000000019cfc OFF: 0 SIZE: 0 HOST: 2208
748339267.101556 Attr READ FID: 341e0000000081d7 OFF: 0 SIZE: 0 HOST: 2082
748339267.105463 Attr READ FID: 341e000000007fa9 OFF: 0 SIZE: 0 HOST: 2082
748339267.113274 Attr READ FID: 1d1e000000019ca0 OFF: 0 SIZE: 0 HOST: 2208
748339268.105465 Attr READ FID: 211e000000000f00 OFF: 0 SIZE: 0 HOST: 2147
748339268.109370 Attr READ FID: 211e000000016801 OFF: 0 SIZE: 0 HOST: 2147
748339268.167959 Open READ FID: 211e00000001681c OFF: 0 SIZE: 114688 HOST: 2147
748339268.187488 Block READ FID: 211e00000001681c OFF: 0 SIZE: 8192 HOST: 2147
748339268.203113 Block READ FID: 211e00000001681c OFF: 8192 SIZE: 8192 HOST: 2147
748339268.222642 Block READ FID: 211e00000001681c OFF: 110592 SIZE: 4096 HOST: 2147
748339268.234361 Block READ FID: 211e00000001681c OFF: 98304 SIZE: 8192 HOST: 2147
748339268.249984 Block READ FID: 211e00000001681c OFF: 106496 SIZE: 4096 HOST: 2147
748339268.249984 Close READ FID: 211e00000001681c OFF: 0 SIZE: 114688 HOST: 2147
748339268.347634 Attr READ FID: 321e0000000540a4 OFF: 0 SIZE: 0 HOST: 2203
748339268.355446 Open READ FID: 321e0000000540a6 OFF: 0 SIZE: 245760 HOST: 2203
748339268.363259 Attr READ FID: 321e0000000540a3 OFF: 0 SIZE: 0 HOST: 2203
748339268.374979 Open READ FID: 321e000000053abe OFF: 0 SIZE: 1712128 HOST: 2203
748339268.706987 Attr READ FID: 341e0000000081d7 OFF: 0 SIZE: 0 HOST: 2086
748339268.714799 Attr READ FID: 321e0000000540a4 OFF: 0 SIZE: 0 HOST: 2086
748339268.718708 Attr READ FID: 321e00000002a09a OFF: 0 SIZE: 0 HOST: 2086
748339268.726516 Attr READ FID: 321e0000000540a3 OFF: 0 SIZE: 0 HOST: 2086
748339268.749953 Attr READ FID: 341e000000000f00 OFF: 0 SIZE: 0 HOST: 2086
748339268.816357 Attr READ FID: 321e000000053abe OFF: 0 SIZE: 0 HOST: 2086
748339270.718704 Attr READ FID: 321e000000053abf OFF: 0 SIZE: 0 HOST: 2177
748339272.156242 Attr READ FID: 561e000000000002 OFF: 0 SIZE: 0 HOST: 2012
748339272.167958 Attr READ FID: 561e00000004d802 OFF: 0 SIZE: 0 HOST: 2012
748339272.171864 Attr READ FID: 561e000000008803 OFF: 0 SIZE: 0 HOST: 2012
748339272.183582 Attr READ FID: 591e000000000002 OFF: 0 SIZE: 0 HOST: 2012
748339272.187489 Attr READ FID: 591e000000004380 OFF: 0 SIZE: 0 HOST: 2012
748339272.191395 Attr READ FID: 591e000000036d80 OFF: 0 SIZE: 0 HOST: 2012
748339272.199207 Attr READ FID: 591e000000023b10 OFF: 0 SIZE: 0 HOST: 2012
748339272.207019 Attr READ FID: 591e000000039375 OFF: 0 SIZE: 0 HOST: 2012
748339272.218739 Attr READ FID: 561e000000025832 OFF: 0 SIZE: 0 HOST: 2012
748339272.226548 Attr READ FID: 561e000000026042 OFF: 0 SIZE: 0 HOST: 2012
748339272.234363 Attr READ FID: 561e000000024800 OFF: 0 SIZE: 0 HOST: 2012
748339272.242172 Open READ FID: 561e000000024a31 OFF: 0 SIZE: 286048 HOST: 2012
748339272.261702 Block READ FID: 561e000000024a31 OFF: 0 SIZE: 8192 HOST: 2012
748339272.285138 Block READ FID: 561e000000024a31 OFF: 8192 SIZE: 8192 HOST: 2012
748339272.304668 Block READ FID: 561e000000024a31 OFF: 172032 SIZE: 4096 HOST: 2012
748339272.320292 Block READ FID: 561e000000024a31 OFF: 167936 SIZE: 4096 HOST: 2012
748339272.335916 Block READ FID: 561e000000024a31 OFF: 159744 SIZE: 8192 HOST: 2012
748339272.363258 Block READ FID: 561e000000024a31 OFF: 155648 SIZE: 4096 HOST: 2012
748339272.382790 Block READ FID: 561e000000024a31 OFF: 151552 SIZE: 4096 HOST: 2012
748339272.406225 Block READ FID: 561e000000024a31 OFF: 147456 SIZE: 4096 HOST: 2012
748339272.417944 Attr READ FID: 561e000000031008 OFF: 0 SIZE: 0 HOST: 2012
748339272.425754 Attr READ FID: 561e000000047801 OFF: 0 SIZE: 0 HOST: 2012
748339272.441378 Block READ FID: 561e000000024a31 OFF: 172032 SIZE: 4096 HOST: 2012
748339272.445287 Attr READ FID: 561e000000047803 OFF: 0 SIZE: 0 HOST: 2012
748339272.453097 Attr READ FID: 561e000000047803 OFF: 0 SIZE: 0 HOST: 2012
748339272.457003 Block READ FID: 561e000000024a31 OFF: 167936 SIZE: 4096 HOST: 2012
748339272.476532 Block READ FID: 561e000000024a31 OFF: 159744 SIZE: 8192 HOST: 2012
748339272.499968 Block READ FID: 561e000000024a31 OFF: 155648 SIZE: 4096 HOST: 2012
748339272.503875 Block READ FID: 561e000000024a31 OFF: 143360 SIZE: 4096 HOST: 2012
748339272.519499 Attr READ FID: 591e000000036d90 OFF: 0 SIZE: 0 HOST: 2012
748339272.523405 Attr READ FID: 591e000000036d90 OFF: 0 SIZE: 0 HOST: 2012
748339272.535122 Attr READ FID: 591e00000003d72a OFF: 0 SIZE: 0 HOST: 2012
748339272.542934 Block READ FID: 561e000000024a31 OFF: 151552 SIZE: 4096 HOST: 2012
748339272.542938 Attr READ FID: 591e00000003d72b OFF: 0 SIZE: 0 HOST: 2012
748339272.730422 Block READ FID: 561e000000024a31 OFF: 147456 SIZE: 4096 HOST: 2012
748339272.749952 Attr READ FID: 561e000000047803 OFF: 0 SIZE: 0 HOST: 2012
748339272.765576 Block READ FID: 561e000000024a31 OFF: 143360 SIZE: 4096 HOST: 2012
748339272.781200 Attr READ FID: 591e000000036d90 OFF: 0 SIZE: 0 HOST: 2012
748339273.406224 Attr READ FID: 211e000000000f00 OFF: 0 SIZE: 0 HOST: 2060
748339273.410130 Attr READ FID: 211e000000016801 OFF: 0 SIZE: 0 HOST: 2060
748339273.652303 Attr READ FID: 321e000000053a27 OFF: 0 SIZE: 0 HOST: 2204
748339273.675740 Attr READ FID: 1d1e000000019c83 OFF: 0 SIZE: 0 HOST: 2162
748339273.683552 Attr READ FID: 111e00000001ba09 OFF: 0 SIZE: 0 HOST: 2162
748339273.949159 Attr READ FID: 321e000000053abe OFF: 0 SIZE: 0 HOST: 2204
748339274.757767 Open READ FID: f1e000000001031 OFF: 0 SIZE: 25067 HOST: 2214
748339274.882756 Attr READ FID: 341e000000000f00 OFF: 0 SIZE: 0 HOST: 2084
748339274.890569 Attr READ FID: f1e000000001018 OFF: 0 SIZE: 0 HOST: 2084
748339275.218739 Attr READ FID: 501e000000000800 OFF: 0 SIZE: 0 HOST: 2025
